,date,account_value
210,2010-11-02,1038800.1414259431
211,2010-11-03,1041009.0154145715
212,2010-11-04,1044538.4109659669
213,2010-11-05,1043798.181462526
214,2010-11-08,1044767.9525115486
215,2010-11-09,1043104.477370977
216,2010-11-10,1044385.763800573
217,2010-11-11,1043473.1512426849
218,2010-11-12,1037751.2922450538
219,2010-11-15,1037090.3110640044
220,2010-11-16,1033439.2565456863
221,2010-11-17,1032704.9708618637
222,2010-11-18,1038063.5330780502
223,2010-11-19,1036908.5650260445
224,2010-11-22,1041428.7921209809
225,2010-11-23,1038256.2654582497
226,2010-11-24,1042431.7227095123
227,2010-11-26,1042568.946130037
228,2010-11-29,1043866.0252612587
229,2010-11-30,1039877.3206536766
230,2010-12-01,1043552.443617582
231,2010-12-02,1044782.091328096
232,2010-12-03,1044279.7204857345
233,2010-12-06,1046201.0147531983
234,2010-12-07,1044818.0784729477
235,2010-12-08,1046820.2582860466
236,2010-12-09,1045921.2181226249
237,2010-12-10,1046497.3210010048
238,2010-12-13,1047300.6745954033
239,2010-12-14,1046295.6033892151
240,2010-12-15,1046345.8062931533
241,2010-12-16,1046997.7707064147
242,2010-12-17,1046525.3596419806
243,2010-12-20,1047707.963896131
244,2010-12-21,1049185.234242868
245,2010-12-22,1049900.2449606415
246,2010-12-23,1048730.998109674
247,2010-12-27,1049542.1211886876
248,2010-12-28,1050137.5904213423
249,2010-12-29,1050000.1759890073
250,2010-12-30,1048758.5507741445
251,2010-12-31,1047917.0815838331
252,2011-01-03,1053293.9690135473
253,2011-01-04,1054617.7595982067
254,2011-01-05,1056712.262662744
255,2011-01-06,1056501.5700611584
256,2011-01-07,1058363.3226253982
257,2011-01-10,1063314.8218270773
258,2011-01-11,1062677.6714634413
259,2011-01-12,1064868.5734158033
260,2011-01-13,1065864.776391458
261,2011-01-14,1068088.621977758
262,2011-01-18,1061842.1686647888
263,2011-01-19,1060391.990009355
264,2011-01-20,1055439.976558637
265,2011-01-21,1050630.8196721547
266,2011-01-24,1059318.9598106856
267,2011-01-25,1062528.6262356276
268,2011-01-26,1064526.4638477797
269,2011-01-27,1064001.3604229444
270,2011-01-28,1058156.0439117902
271,2011-01-31,1060811.53277564
272,2011-02-01,1065538.702586984
273,2011-02-02,1064947.613991212
274,2011-02-03,1064212.5550645345
275,2011-02-04,1066773.2694618697
276,2011-02-07,1071292.7590285772
277,2011-02-08,1074091.443642282
278,2011-02-09,1076595.4684522147
279,2011-02-10,1073519.61383624
280,2011-02-11,1075487.685035848
281,2011-02-14,1077479.7987709516
282,2011-02-15,1078096.801271581
283,2011-02-16,1080878.5396632664
284,2011-02-17,1076701.433573484
285,2011-02-18,1069984.832414674
286,2011-02-22,1059579.1383410925
287,2011-02-23,1063081.7170555587
288,2011-02-24,1063308.6403089995
289,2011-02-25,1067953.0622177594
290,2011-02-28,1072410.3219607826
291,2011-03-01,1068954.2155574318
292,2011-03-02,1071451.1932888501
293,2011-03-03,1078086.5024616714
294,2011-03-04,1078479.2860092632
295,2011-03-07,1074311.0438374036
296,2011-03-08,1074670.3021157735
297,2011-03-09,1071694.6192201131
298,2011-03-10,1066431.6483281606
299,2011-03-11,1071273.2434525006
300,2011-03-14,1072705.9449125761
301,2011-03-15,1065254.962394189
302,2011-03-16,1051076.8376875394
303,2011-03-17,1055346.9420308582
304,2011-03-18,1051671.6892605298
305,2011-03-21,1059683.7913156026
306,2011-03-22,1061452.7897246832
307,2011-03-23,1059573.1408584113
308,2011-03-24,1064991.7810207838
309,2011-03-25,1071171.166945886
310,2011-03-28,1070132.0193808074
311,2011-03-29,1070623.2667621132
312,2011-03-30,1068408.959028768
313,2011-03-31,1068293.5721540921
314,2011-04-01,1064516.6690736287
315,2011-04-04,1061283.8071586126
316,2011-04-05,1059070.1753786558
317,2011-04-06,1058248.8730454915
318,2011-04-07,1058286.5409856313
319,2011-04-08,1055352.749796819
320,2011-04-11,1051201.6748252385
321,2011-04-12,1052764.1933355802
322,2011-04-13,1056419.6202212805
323,2011-04-14,1052770.4554445737
324,2011-04-15,1047877.1353974813
325,2011-04-18,1052219.6028690808
326,2011-04-19,1058183.3539541715
327,2011-04-20,1062711.6565971845
328,2011-04-21,1070988.7216341489
329,2011-04-25,1073301.1862376682
330,2011-04-26,1070698.2572277538
331,2011-04-27,1070425.0861632817
332,2011-04-28,1066987.5230680937
333,2011-04-29,1070412.95898652
334,2011-05-02,1066497.1298086636
335,2011-05-03,1068454.333763551
336,2011-05-04,1069854.6943141453
337,2011-05-05,1066960.364567136
338,2011-05-06,1066866.7323398106
339,2011-05-09,1067835.7900722018
340,2011-05-10,1069749.5859058849
341,2011-05-11,1067443.9063696377
342,2011-05-12,1066755.7351367464
343,2011-05-13,1060416.2639567843
344,2011-05-16,1052874.939574956
345,2011-05-17,1055856.8317117207
346,2011-05-18,1059784.8428078166
347,2011-05-19,1060480.9677962773
348,2011-05-20,1054854.2559024324
349,2011-05-23,1053981.9801686755
350,2011-05-24,1051626.2019684305
351,2011-05-25,1056529.8634794704
352,2011-05-26,1054621.394966363
353,2011-05-27,1057210.4027278414
354,2011-05-31,1068438.9541241159
355,2011-06-01,1065930.5614525308
356,2011-06-02,1066568.8711716165
357,2011-06-03,1063676.922918748
358,2011-06-06,1057790.5244697086
359,2011-06-07,1051232.0319026462
360,2011-06-08,1051450.1983027926
361,2011-06-09,1050625.0235064975
362,2011-06-10,1044463.5212469569
363,2011-06-13,1045235.9728873721
364,2011-06-14,1051706.4885363095
365,2011-06-15,1045382.923315095
366,2011-06-16,1043610.2120744219
367,2011-06-17,1038134.6160413256
368,2011-06-20,1032599.2309627048
369,2011-06-21,1043809.4626726619
370,2011-06-22,1040778.5384163371
371,2011-06-23,1050513.3979341974
372,2011-06-24,1044985.8316318027
373,2011-06-27,1051446.0389175885
374,2011-06-28,1055111.2107803812
375,2011-06-29,1053717.4799229137
376,2011-06-30,1055582.1986144534
377,2011-07-01,1064292.5352649204
378,2011-07-05,1071391.4992256633
379,2011-07-06,1074078.8452440728
380,2011-07-07,1080371.0025131693
381,2011-07-08,1083281.3652670374
382,2011-07-11,1076639.817226838
383,2011-07-12,1076347.3007568826
384,2011-07-13,1081337.9718650333
385,2011-07-14,1081043.847850274
386,2011-07-15,1089444.8008715142
387,2011-07-18,1099905.9573264588
388,2011-07-19,1103507.4629334917
389,2011-07-20,1115407.9996682634
390,2011-07-21,1115869.8039870728
391,2011-07-22,1123022.6419126024
392,2011-07-25,1129227.0819294443
393,2011-07-26,1135100.2775732507
394,2011-07-27,1122120.762136792
395,2011-07-28,1121193.5596847045
396,2011-07-29,1119576.9852254381
397,2011-08-01,1127153.649670552
398,2011-08-02,1117653.096236371
399,2011-08-03,1122097.8237614143
400,2011-08-04,1103586.9927156914
401,2011-08-05,1099007.85333743
402,2011-08-08,1074028.2809633722
403,2011-08-09,1099546.2678064813
404,2011-08-10,1086852.3576591006
405,2011-08-11,1099193.257142972
406,2011-08-12,1103258.5236213198
407,2011-08-15,1111212.183976411
408,2011-08-16,1107571.6559327594
409,2011-08-17,1107520.6488711825
410,2011-08-18,1089557.9828814974
411,2011-08-19,1077019.6313302508
412,2011-08-22,1077532.9895129672
413,2011-08-23,1099107.4536056987
414,2011-08-24,1102357.905439233
415,2011-08-25,1099248.9382744303
416,2011-08-26,1111734.8702418795
417,2011-08-29,1119845.7431052676
418,2011-08-30,1119869.8692776193
419,2011-08-31,1113286.8029684536
420,2011-09-01,1108426.8019131175
421,2011-09-02,1099479.6087330333
422,2011-09-06,1106788.5417485705
423,2011-09-07,1112182.9980224124
424,2011-09-08,1112453.0724915974
425,2011-09-09,1103834.7760932436
426,2011-09-12,1107023.9873629087
427,2011-09-13,1113106.4372219555
428,2011-09-14,1119203.1609730236
429,2011-09-15,1123982.2072839253
430,2011-09-16,1133851.3484625332
431,2011-09-19,1148453.9485708706
432,2011-09-20,1150846.25926814
433,2011-09-21,1149118.287878274
434,2011-09-22,1135481.6877209179
435,2011-09-23,1138764.77716546
436,2011-09-26,1137263.5821929448
437,2011-09-27,1132060.6605047695
438,2011-09-28,1129059.1222941868
439,2011-09-29,1120451.1229237071
440,2011-09-30,1108059.3241508
441,2011-10-03,1099036.297911691
442,2011-10-04,1096209.302433824
443,2011-10-05,1103962.8737473958
444,2011-10-06,1102772.3457726948
445,2011-10-07,1092515.7194979186
446,2011-10-10,1118326.062775659
447,2011-10-11,1133947.1747678276
448,2011-10-12,1136537.1182544227
449,2011-10-13,1145065.5475877281
450,2011-10-14,1163654.6304933066
451,2011-10-17,1160893.6924956795
452,2011-10-18,1163988.3787124152
453,2011-10-19,1131413.1161775107
454,2011-10-20,1126836.9014943596
455,2011-10-21,1123455.837631559
456,2011-10-24,1141362.8576931471
457,2011-10-25,1130231.3736500258
458,2011-10-26,1134176.1898828023
459,2011-10-27,1139890.0144332405
460,2011-10-28,1140252.983007669
461,2011-10-31,1140013.1115111823
462,2011-11-01,1128380.1483768935
463,2011-11-02,1129647.6945045944
464,2011-11-03,1137641.6186216827
465,2011-11-04,1133634.1869306082
466,2011-11-07,1132909.465347337
467,2011-11-08,1142149.3682910437
468,2011-11-09,1126547.0752952094
469,2011-11-10,1112182.2280876632
470,2011-11-11,1111322.3870158666
471,2011-11-14,1103635.6910624974
472,2011-11-15,1117386.0035950178
473,2011-11-16,1111538.4493542188
474,2011-11-17,1100916.5599775785
475,2011-11-18,1097343.7695646756
476,2011-11-21,1088749.328631925
477,2011-11-22,1099639.5299474234
478,2011-11-23,1085784.7277132506
479,2011-11-25,1080796.4330001348
480,2011-11-28,1099134.529046869
481,2011-11-29,1094857.4961352819
482,2011-11-30,1108062.800337457
483,2011-12-01,1116486.969142484
484,2011-12-02,1119094.0751965996
485,2011-12-05,1123979.9098781105
486,2011-12-06,1120930.8776870244
487,2011-12-07,1118172.2643839354
488,2011-12-08,1120503.3506706709
489,2011-12-09,1124908.578448915
490,2011-12-12,1122252.1791740889
491,2011-12-13,1117721.8922478193
492,2011-12-14,1104809.5185412879
493,2011-12-15,1102932.0878593917
494,2011-12-16,1106059.232802629
495,2011-12-19,1107851.3205442901
496,2011-12-20,1128597.584331655
497,2011-12-21,1129352.8922308441
498,2011-12-22,1132535.4247698302
499,2011-12-23,1139795.4795832152
500,2011-12-27,1144665.4770631308
501,2011-12-28,1138730.8895480628
502,2011-12-29,1142519.9319065567
503,2011-12-30,1142334.830266809
504,2012-01-03,1151892.7533418173
505,2012-01-04,1155289.0839448448
506,2012-01-05,1162358.3792593474
507,2012-01-06,1169102.111284017
508,2012-01-09,1168064.793627977
509,2012-01-10,1170403.3323128219
510,2012-01-11,1169330.6593924041
511,2012-01-12,1167524.7502571577
512,2012-01-13,1165060.723258352
513,2012-01-17,1172696.5980727668
514,2012-01-18,1179596.0331723685
515,2012-01-19,1177462.3344049926
516,2012-01-20,1165757.9079475875
517,2012-01-23,1176947.474278688
518,2012-01-24,1165907.3236439223
519,2012-01-25,1207381.5075406546
520,2012-01-26,1204166.5475926872
521,2012-01-27,1208368.3183158394
522,2012-01-30,1217472.7446793076
523,2012-01-31,1222996.2094420905
524,2012-02-01,1222532.2240087027
525,2012-02-02,1220820.7660274978
526,2012-02-03,1228121.296414804
527,2012-02-06,1235002.817253637
528,2012-02-07,1242813.4256407255
529,2012-02-08,1255454.0558724876
530,2012-02-09,1282059.4057250496
531,2012-02-10,1282461.8604702468
532,2012-02-13,1297328.4396111006
533,2012-02-14,1308458.0504205222
534,2012-02-15,1289289.504207086
535,2012-02-16,1296682.5461253638
536,2012-02-17,1296534.209361505
537,2012-02-21,1317343.8786813254
538,2012-02-22,1314377.65103507
539,2012-02-23,1319873.5934920784
540,2012-02-24,1329768.3169674391
541,2012-02-27,1335284.2686449522
542,2012-02-28,1351205.5100733275
543,2012-02-29,1362824.7396255964
544,2012-03-01,1366185.0084150787
545,2012-03-02,1367361.6297815796
546,2012-03-05,1347380.2657783981
547,2012-03-06,1342549.3244154449
548,2012-03-07,1343265.049443483
549,2012-03-08,1362149.4451519486
550,2012-03-09,1367472.8359625335
551,2012-03-12,1378927.7825666901
552,2012-03-13,1405981.880589151
553,2012-03-14,1442142.2003876206
554,2012-03-15,1435360.2751137253
555,2012-03-16,1435375.5355783936
556,2012-03-19,1461660.75775094
557,2012-03-20,1469899.8055160996
558,2012-03-21,1464020.7867664811
559,2012-03-22,1458641.2132112975
560,2012-03-23,1453030.6087032792
561,2012-03-26,1471695.445080995
562,2012-03-27,1484525.8848196503
563,2012-03-28,1489905.5496574875
564,2012-03-29,1476579.7115818497
565,2012-03-30,1458844.0140125747
566,2012-04-02,1491719.3044041153
567,2012-04-03,1510169.9462166305
568,2012-04-04,1501504.613292932
569,2012-04-05,1517733.8552912232
570,2012-04-09,1522156.5668030258
571,2012-04-10,1508613.353918695
572,2012-04-11,1504710.7762072082
573,2012-04-12,1498725.511261415
574,2012-04-13,1468073.0873775955
575,2012-04-16,1424133.7906223768
576,2012-04-17,1475984.1973553177
577,2012-04-18,1473593.068525743
578,2012-04-19,1436815.1110275742
579,2012-04-20,1411325.2542652602
580,2012-04-23,1409063.4162247176
581,2012-04-24,1388862.1827431198
582,2012-04-25,1476955.1811108107
583,2012-04-26,1472870.896269464
584,2012-04-27,1464512.7428125853
585,2012-04-30,1430637.705699968
586,2012-05-01,1427335.4529306884
587,2012-05-02,1434213.7065870757
588,2012-05-03,1426765.247549295
589,2012-05-04,1397051.7174814697
590,2012-05-07,1404647.3629953857
591,2012-05-08,1402306.599987268
592,2012-05-09,1404106.99427247
593,2012-05-10,1406524.3677828307
594,2012-05-11,1399633.0702215666
595,2012-05-14,1384252.8020582672
596,2012-05-15,1375088.3165390487
597,2012-05-16,1362200.7934151168
598,2012-05-17,1333143.7411705488
599,2012-05-18,1333616.2655592437
600,2012-05-21,1390056.453875017
601,2012-05-22,1382168.7752176758
602,2012-05-23,1407073.6630112168
603,2012-05-24,1397452.8035219666
604,2012-05-25,1391879.7087412353
605,2012-05-29,1410258.9707493302
606,2012-05-30,1422986.9873945708
607,2012-05-31,1420324.574517679
608,2012-06-01,1389337.299347734
609,2012-06-04,1395453.7248524185
610,2012-06-05,1392740.975996637
611,2012-06-06,1408792.3934580323
612,2012-06-07,1409274.4984901901
613,2012-06-08,1425322.197214174
614,2012-06-11,1408216.6902061936
615,2012-06-12,1417557.5817514893
616,2012-06-13,1410054.5078339097
617,2012-06-14,1408869.223918199
618,2012-06-15,1413759.378894281
619,2012-06-18,1435711.4413523194
620,2012-06-19,1438786.4326305862
621,2012-06-20,1435628.049119043
622,2012-06-21,1420344.623006868
623,2012-06-22,1428744.82303338
624,2012-06-25,1407219.4974504944
625,2012-06-26,1409614.9394308564
626,2012-06-27,1414320.7827347275
627,2012-06-28,1403915.9531971451
628,2012-06-29,1432496.3611605163
629,2012-07-02,1448809.7266550537
630,2012-07-03,1462022.2439533705
631,2012-07-05,1482248.626346826
632,2012-07-06,1474435.128545999
633,2012-07-09,1489869.0338524338
634,2012-07-10,1478904.2644136902
635,2012-07-11,1471595.0826782698
636,2012-07-12,1460886.1686073774
637,2012-07-13,1472655.4465347761
638,2012-07-16,1476421.4564333435
639,2012-07-17,1476477.9891050812
640,2012-07-18,1475151.0681255814
641,2012-07-19,1490877.8616798874
642,2012-07-20,1471292.5228474136
643,2012-07-23,1470370.4963409896
644,2012-07-24,1464663.4220179077
645,2012-07-25,1413705.918435907
646,2012-07-26,1413527.3549007887
647,2012-07-27,1433774.2188854688
648,2012-07-30,1453242.9162743087
649,2012-07-31,1484320.4121607298
650,2012-08-01,1476502.2571699615
651,2012-08-02,1478442.4035414213
652,2012-08-03,1494141.2665647978
653,2012-08-06,1507757.0517277236
654,2012-08-07,1504489.6970257277
655,2012-08-08,1502394.0825081342
656,2012-08-09,1509452.4584993834
657,2012-08-10,1511398.6735357756
658,2012-08-13,1528094.6422293182
659,2012-08-14,1531498.2767387861
660,2012-08-15,1529760.7687666412
661,2012-08-16,1540894.1019709106
662,2012-08-17,1564715.105630731
663,2012-08-20,1599254.2799005979
664,2012-08-21,1580798.1202805038
665,2012-08-22,1606841.1698187345
666,2012-08-23,1594132.7531132216
667,2012-08-24,1595334.3570503707
668,2012-08-27,1620779.8512804504
669,2012-08-28,1618978.2197460646
670,2012-08-29,1616251.1123478408
671,2012-08-30,1596554.6309269422
672,2012-08-31,1599367.1702890866
673,2012-09-04,1619386.5423540587
674,2012-09-05,1609616.5900452132
675,2012-09-06,1622079.989249658
676,2012-09-07,1630696.3130257125
677,2012-09-10,1594057.6611315245
678,2012-09-11,1589598.4231708997
679,2012-09-12,1608695.7391399855
680,2012-09-13,1636116.2300673001
681,2012-09-14,1653395.4157518859
682,2012-09-17,1671117.2527950758
683,2012-09-18,1675562.8568798536
684,2012-09-19,1675957.9696045392
685,2012-09-20,1668835.2137064452
686,2012-09-21,1671748.8077724928
687,2012-09-24,1652211.9917044158
688,2012-09-25,1615924.6929016584
689,2012-09-26,1598311.7952887053
690,2012-09-27,1632358.6125668043
691,2012-09-28,1602314.6729105467
692,2012-10-01,1586000.0394636625
693,2012-10-02,1590066.2367035383
694,2012-10-03,1611579.369067239
695,2012-10-04,1601697.0347145551
696,2012-10-05,1571456.7346128935
697,2012-10-08,1540725.016966104
698,2012-10-09,1535772.118241548
699,2012-10-10,1546583.9236849302
700,2012-10-11,1519166.1163755888
701,2012-10-12,1522614.991946649
702,2012-10-15,1533451.937660646
703,2012-10-16,1565754.9472651
704,2012-10-17,1554603.5099003308
705,2012-10-18,1528800.6109405989
706,2012-10-19,1479583.708203172
707,2012-10-22,1531870.9696806425
708,2012-10-23,1487125.999110269
709,2012-10-24,1494645.5378040785
710,2012-10-25,1478818.6721134656
711,2012-10-26,1466773.8771276944
712,2012-10-31,1447876.913258409
713,2012-11-01,1450534.3189600462
714,2012-11-02,1407440.1176147931
715,2012-11-05,1424533.8321527953
716,2012-11-06,1420657.5261379713
717,2012-11-07,1371766.6577778333
718,2012-11-08,1327108.9232084746
719,2012-11-09,1347666.3698145384
720,2012-11-12,1338310.7924881452
721,2012-11-13,1338464.1101036542
722,2012-11-14,1325112.3667360777
723,2012-11-15,1300106.866643762
724,2012-11-16,1304685.9033550734
725,2012-11-19,1389412.7668007368
726,2012-11-20,1378662.8537954802
727,2012-11-21,1380425.356222009
728,2012-11-23,1402335.7800728315
729,2012-11-26,1442704.696811914
730,2012-11-27,1432052.4115892882
731,2012-11-28,1427919.1091570372
732,2012-11-29,1442351.1589037413
733,2012-11-30,1433164.0599419111
734,2012-12-03,1435213.6733784194
735,2012-12-04,1411869.9368521208
736,2012-12-05,1328092.3808414931
737,2012-12-06,1347218.443409776
738,2012-12-07,1315505.2620756621
739,2012-12-10,1307719.350349855
740,2012-12-11,1334014.2242277616
741,2012-12-12,1328572.595208406
742,2012-12-13,1307354.7451979155
743,2012-12-14,1261939.5872976775
744,2012-12-17,1282595.527334928
745,2012-12-18,1317077.08286004
746,2012-12-19,1299684.693688249
747,2012-12-20,1289175.1126718991
748,2012-12-21,1283659.6838678832
749,2012-12-24,1285589.775874471
750,2012-12-26,1269072.5656308646
751,2012-12-27,1273822.4664888852
752,2012-12-28,1261186.8376054282
753,2012-12-31,1313407.2977576726
754,2013-01-02,1352450.4687856191
755,2013-01-03,1336379.140436315
756,2013-01-04,1301315.749058866
757,2013-01-07,1294105.933608007
758,2013-01-08,1297387.3796247
759,2013-01-09,1278246.3824025625
760,2013-01-10,1293207.7725529189
761,2013-01-11,1285703.2557547088
762,2013-01-14,1242287.3745329375
763,2013-01-15,1205188.8936156745
764,2013-01-16,1252517.0676872726
765,2013-01-17,1244503.3301004882
766,2013-01-18,1238196.1308878416
767,2013-01-22,1249432.2143097394
768,2013-01-23,1271225.7811538214
769,2013-01-24,1121220.4476248259
770,2013-01-25,1096103.0218286032
771,2013-01-28,1119663.5171393866
772,2013-01-29,1139674.4444221014
773,2013-01-30,1136254.2434109205
774,2013-01-31,1133067.3802194113
775,2013-02-01,1128614.6181474202
776,2013-02-04,1101680.983084535
777,2013-02-05,1138717.4969592565
778,2013-02-06,1137545.4284486289
779,2013-02-07,1170080.83338561
780,2013-02-08,1186368.2663145536
781,2013-02-11,1198309.6839831823
782,2013-02-12,1169245.862704324
783,2013-02-13,1167091.5286437506
784,2013-02-14,1166073.0906775945
785,2013-02-15,1150478.34461379
786,2013-02-19,1150063.7501355642
